epoch,elapsed_time,total_loss,l_pred,l_probe,spike_rate,grad_norm,val_total_loss,val_l_pred,val_pos_err,val_vel_err,val_spike_rate
1,3.545088768005371,5.142401536305745,5.142401536305745,0.31093242367108664,0.1091770812869072,0.5283083049735675,5.150792598724365,5.150792598724365,0.6914748251438141,0.7410220205783844,0.10885416716337204
2,6.880920886993408,5.060274887084961,5.060274887084961,0.3107091963291168,0.10923263827959696,0.5344688780295352,5.137099266052246,5.137099266052246,0.6960582733154297,0.73774453997612,0.10989583283662796
