epoch,elapsed_time,total_loss,l_pred,l_multi,l_var,l_sparse,l_probe,grad_norm,val_total_loss,val_l_pred,val_pos_err,val_vel_err,val_spike_rate
1,1.9741168022155762,0.7318247735500336,0.3065580074985822,0.4238296583294868,0.572457242012024,0.06153693621357282,0.312089349826177,3.5432112163401843,0.363871693611145,0.09465985372662544,0.6772152483463287,0.7412172257900238,0.06113085336983204
2,3.9236488342285156,0.31201942364374796,0.05730618561307589,0.05549231966336568,0.7711399674415589,0.056359704087177914,0.2995934287707011,0.39671653936790835,0.28264978528022766,0.03529483824968338,0.6800691485404968,0.7434296309947968,0.051836203783750534
3,5.86776876449585,0.27317115863164265,0.03004520609974861,0.02755416159828504,0.7944178501764934,0.05277451649308205,0.29970862666765846,0.30256027829547816,0.2657664120197296,0.027286588214337826,0.676424652338028,0.7397391200065613,0.053843965753912926
4,7.816389799118042,0.2626362164815267,0.023979942003885906,0.021133576581875483,0.7854920307795207,0.052072700361410776,0.2989764114220937,0.28049395469512967,0.2584866061806679,0.021355928853154182,0.6765504777431488,0.7475181818008423,0.05099605396389961
5,9.799507856369019,0.2552618642648061,0.019779693832000098,0.016692655968169372,0.7662353237469991,0.05214822789033254,0.30092032154401144,0.26734144744080457,0.25219643115997314,0.018754180520772934,0.6824323534965515,0.7455683648586273,0.05248018726706505
6,11.74815583229065,0.24926162560780843,0.017954967667659125,0.015992453135550023,0.7374940037727356,0.05343470051884651,0.2990151921908061,0.2594781348114845,0.24861453473567963,0.018251867964863777,0.682585209608078,0.743735671043396,0.05602165497839451
7,13.718970775604248,0.24532100756963093,0.017583789800604186,0.01691379218051831,0.700551958878835,0.055826753626267114,0.29833859006563823,0.23385441445561597,0.24225109815597534,0.018539316952228546,0.6651149094104767,0.7360994517803192,0.053088532760739326
8,15.711658000946045,0.2322747031847636,0.021647905434171357,0.02643570303916931,0.6241136471430461,0.05078421731789907,0.2698935896158218,0.27653221201950967,0.2452205941081047,0.04460598900914192,0.44457268714904785,0.7361056804656982,0.05868063494563103
